user_id,search_term,X,Y,info_need,need_probability,need_id,age,gender,education_level,job_type,income,previous_experience,intent_onetime_invest,intent_savingsplan,intent_active_trading,interested_in_shares,interested_in_funds,interested_in_etfs,interested_in_bonds,interested_in_levers,interested_in_certificates,interested_in_levers_or_certificates,plans_larger_invest,consider_ing,consider_comdirect,consider_spk,consider_etoro,consider_traderep
06ebc5497bc8bdaa2c4bdeec66df8ba0,direct trade dow jones gebühren,8.020738,7.1948137,Brokers,0.998,1,63,Female,PhD,Self-employed,3001€ - 4000€,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
06ebc5497bc8bdaa2c4bdeec66df8ba0,direct trade nasdaq aktien,8.050389,7.246757,Brokers,0.998,1,63,Female,PhD,Self-employed,3001€ - 4000€,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
06ebc5497bc8bdaa2c4bdeec66df8ba0,direct trade nasdaq,8.050045,7.3137727,Brokers,0.998,1,63,Female,PhD,Self-employed,3001€ - 4000€,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
7a2b757f205b9ac752176a1bba287758,wertpapiere kaufen,11.594218,7.065731,Where to Trade,0.992,14,34,Female,High school diploma,Living off savings,501€ - 1000€,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7a2b757f205b9ac752176a1bba287758,kostenlos wertpapiere kaufen,9.8739195,4.9154153,Free and Reputable Providers,0.981,10,34,Female,High school diploma,Living off savings,501€ - 1000€,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7a2b757f205b9ac752176a1bba287758,kostenlos wertpapiere handeln,9.784651,4.8284225,Free and Reputable Providers,0.996,10,34,Female,High school diploma,Living off savings,501€ - 1000€,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
04996ca086c97e2f05aa189480c6724e,"wertpapiere sichere anlage, vertrauenswürdig",13.316167,5.086443,Safe and Reliable Providers,1.0,11,52,Female,Vocational training,Civil servant,501€ - 1000€,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
39b7fe0654892c3d4089851f69089eac,wertpapiere investieren vertrauenswürdig,14.340375,6.525351,Investment Transparency,0.699,7,39,Male,High school diploma,Employee,2501€ - 3000€,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
dc280aa38ab5900ed6121a90c73a0187,union investment,14.3820095,8.548809,Capital Investments,1.0,0,51,Female,Vocational training,Living off savings,501€ - 1000€,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1337ef84d747ad37601b59cc61164252,etf vergleich,9.14584,9.005415,ETFs,0.998,12,50,Female,Vocational training,Employee,1501€ - 2000€,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127a4d171837744a330985fdb56aaceb,kostenloses depot,8.122952,4.45799,Brokerage Accounts,0.977,3,59,Male,Master degree,Employee,3001€ - 4000€,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
127a4d171837744a330985fdb56aaceb,deutscher depot anbieter,5.7200394,6.03055,German Providers,1.0,6,59,Male,Master degree,Employee,3001€ - 4000€,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
127a4d171837744a330985fdb56aaceb,depot alle märkte,8.001764,5.0820823,Brokerage Accounts,1.0,3,59,Male,Master degree,Employee,3001€ - 4000€,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
127a4d171837744a330985fdb56aaceb,kostenloses depot deutschland,5.6958504,6.0540648,German Providers,1.0,6,59,Male,Master degree,Employee,3001€ - 4000€,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
127a4d171837744a330985fdb56aaceb,kostenloses depot deutschland alle märkte,5.805348,5.897917,German Providers,1.0,6,59,Male,Master degree,Employee,3001€ - 4000€,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
729e3eef46737d1b0a6639891c64bffb,ing diba,10.678267,9.811136,Brands,1.0,5,53,Female,Vocational training,Other,501€ - 1000€,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
6a91599bd2de6fc4fb94eda50d517b73,seriöser geldberater anleger hohe rendite,12.655891,6.167487,Risk and Return,0.906,2,59,Female,Lower secondary school,Employee,501€ - 1000€,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
6a91599bd2de6fc4fb94eda50d517b73,seriöser geldberater,11.794194,5.3639026,Free and Reputable Providers,0.908,10,59,Female,Lower secondary school,Employee,501€ - 1000€,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
6a91599bd2de6fc4fb94eda50d517b73,welche geldanlage verspricht seriös hohe rendite,12.712357,6.202865,Risk and Return,0.908,2,59,Female,Lower secondary school,Employee,501€ - 1000€,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
f198769e971b5862ed57852de8840509,wertpapiere kaufen,11.594218,7.065731,Where to Trade,0.992,14,41,Female,High school diploma,Employee,1001€ - 1500€,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
eb4904a34b95c1c2c3b65a0b4feaa7a1,broker vergleich 2022,16.156876,6.0828013,Money Investments in 2022,1.0,15,63,Male,Vocational training,Employee,4001€ - 6000€,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
ae6641d2b7c72b09bfc9b3c53677ae95,online broker,7.1471624,8.09588,Brokers,1.0,1,49,Male,Bachelor degree,Employee,2001€ - 2500€,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
ae6641d2b7c72b09bfc9b3c53677ae95,online broker vergleich,7.31076,8.023975,Brokers,1.0,1,49,Male,Bachelor degree,Employee,2001€ - 2500€,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
aa23c8dad564b0ec35e2d481b73afdf2,investieren,14.511436,8.4823885,Capital Investments,1.0,0,35,Female,Vocational training,Employee,1001€ - 1500€,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aa23c8dad564b0ec35e2d481b73afdf2,investieren anbieter,13.728558,7.8932443,Capital Investments,0.877,0,35,Female,Vocational training,Employee,1001€ - 1500€,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1f66053c16a19e2b2f425b7fe521a843,vergleichsportal wertpapieranbieter,10.2750435,6.067513,Where to Trade,0.899,14,59,Male,Master degree,Other,1001€ - 1500€,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1f66053c16a19e2b2f425b7fe521a843,seriöse wertpapier anbieter,11.529153,5.190957,Free and Reputable Providers,0.974,10,59,Male,Master degree,Other,1001€ - 1500€,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1f66053c16a19e2b2f425b7fe521a843,sichere wertpapier anbieter,13.249338,4.942541,Safe and Reliable Providers,1.0,11,59,Male,Master degree,Other,1001€ - 1500€,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1f66053c16a19e2b2f425b7fe521a843,comdirect überwachung,7.859883,7.3174853,Brokers,1.0,1,59,Male,Master degree,Other,1001€ - 1500€,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
e8bed378b44854142b9a8923296bd6b4,wertpapiere kostenloses depot ausgabeaufschlag,8.260501,4.577815,Brokerage Accounts,0.996,3,65,Male,Lower secondary school,Other,2501€ - 3000€,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
9bbbaf262a3635f569b4e0c9668c609f,commerzbank,10.296766,8.292849,ETFs,0.927,12,54,Female,Vocational training,Employee,2001€ - 2500€,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
f58f337a139b77135b8b6c718477b228,investment,14.250933,8.643095,Capital Investments,1.0,0,49,Female,Higher secondary school,Self-employed,2001€ - 2500€,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ba42def93be2c134de47fd5833e91e30,etf sparplan günstigste bank,12.498449,9.657607,Investments at Local Bank,1.0,9,45,Female,Vocational training,Employee,1501€ - 2000€,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
ba42def93be2c134de47fd5833e91e30,etf sparplan,9.329077,9.176053,ETFs,1.0,12,45,Female,Vocational training,Employee,1501€ - 2000€,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
ba42def93be2c134de47fd5833e91e30,etf sparplan günstiges depot,8.178802,4.965884,Brokerage Accounts,1.0,3,45,Female,Vocational training,Employee,1501€ - 2000€,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
ba42def93be2c134de47fd5833e91e30,"etf sparplan, günstig, bekannte bank",12.539529,9.649288,Investments at Local Bank,1.0,9,45,Female,Vocational training,Employee,1501€ - 2000€,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
117c96bd6afffa6bffe4b6f10153ffad,wertpapieranlagen,11.971584,8.461034,Securities,0.974,8,59,Female,Higher secondary school,Employee,1001€ - 1500€,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
b18827c84677544b4e20875977e41bb1,anbieter wertpapiere,10.698857,6.425558,Where to Trade,1.0,14,60,Male,Vocational training,Employee,2501€ - 3000€,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0
55c3cdebc6429a1d2fcf085b1c2d5a35,etoro,10.1203575,9.454403,ETFs,0.781,12,62,Male,Higher secondary school,Employee,1501€ - 2000€,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
55c3cdebc6429a1d2fcf085b1c2d5a35,scalable capital,13.024039,6.50419,Risk and Return,0.833,2,62,Male,Higher secondary school,Employee,1501€ - 2000€,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
6c7d92c9e852589dadd12681767840e5,onlinebroker sicherheit,7.0925617,7.59108,Brokers,1.0,1,51,Female,Vocational training,Employee,3001€ - 4000€,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6c7d92c9e852589dadd12681767840e5,onvista,10.564997,9.341731,Brands,0.979,5,51,Female,Vocational training,Employee,3001€ - 4000€,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6c7d92c9e852589dadd12681767840e5,consorsbank,10.333767,8.302484,ETFs,0.918,12,51,Female,Vocational training,Employee,3001€ - 4000€,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
c2abb9e2c1791c306b2a7fd20680aaff,wertpaiere anbieter,11.147736,6.5322175,Where to Trade,1.0,14,43,Male,Lower secondary school,Employee,501€ - 1000€,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
c2abb9e2c1791c306b2a7fd20680aaff,wertpapiere anbieter,10.744802,6.200619,Where to Trade,0.998,14,43,Male,Lower secondary school,Employee,501€ - 1000€,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
201dacd9d177e800ed8a9477e60b23a9,rentenfonds sinnvoll,13.430293,8.405732,Capital Investments,0.697,0,55,Female,Vocational training,Employee,>9000€,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ddb49d91869f4fb3f8d4a1cf8db91f1b,wertpapiere kaufen,11.594218,7.065731,Where to Trade,0.992,14,19,Female,High school diploma,Attending school,501€ - 1000€,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ddb49d91869f4fb3f8d4a1cf8db91f1b,wertpapiere kaufen groãÿe auswahl,11.447351,7.1721764,Where to Trade,0.985,14,19,Female,High school diploma,Attending school,501€ - 1000€,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
be3be4d93e0b9dcf1f96d4f83b820f25,löwenrente invest,13.843648,8.232044,Capital Investments,0.989,0,60,Female,High school diploma,Living off savings,501€ - 1000€,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
be3be4d93e0b9dcf1f96d4f83b820f25,löwenrente anlagestrategie,13.629113,8.162107,Capital Investments,0.913,0,60,Female,High school diploma,Living off savings,501€ - 1000€,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
06d040c649a7a14e56fed14483596777,wieviel geld in wertpapiere anlegen,12.834125,7.348273,Investment Providers,0.886,13,33,Female,Vocational training,Employee,501€ - 1000€,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
06d040c649a7a14e56fed14483596777,modul 5 geld in wertpapiere veranlagen,12.587434,7.4249263,Investment Providers,0.792,13,33,Female,Vocational training,Employee,501€ - 1000€,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
06d040c649a7a14e56fed14483596777,modul 5 geld in wertpapiere anlegen,12.425708,7.406857,Investment Providers,0.609,13,33,Female,Vocational training,Employee,501€ - 1000€,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7f4ba4778654cd6567eae5dc6af5fbab,aktien kaufen,10.926276,7.170836,Where to Trade,0.986,14,67,Male,Vocational training,Other,3001€ - 4000€,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
7f4ba4778654cd6567eae5dc6af5fbab,aktien kaufen bank,10.976012,7.7048073,Where to Trade,0.653,14,67,Male,Vocational training,Other,3001€ - 4000€,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
7f4ba4778654cd6567eae5dc6af5fbab,aktien kaufen consorsbank,10.900509,7.617945,Where to Trade,0.747,14,67,Male,Vocational training,Other,3001€ - 4000€,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
b27fb9d08c53722f93dbee4e52c3b40b,anbieter wertpapiere,10.698857,6.425558,Where to Trade,1.0,14,55,Female,Vocational training,Employee,2001€ - 2500€,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8b7c361cc1219229de2c7b312e1b3395,wertpapier kaufen,11.620659,7.1982346,Where to Trade,0.985,14,60,Male,Higher secondary school,Employee,2501€ - 3000€,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
8b7c361cc1219229de2c7b312e1b3395,wertpapier kaufen rendite,11.583169,7.124769,Where to Trade,0.989,14,60,Male,Higher secondary school,Employee,2501€ - 3000€,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
8b7c361cc1219229de2c7b312e1b3395,wertpapiere anlage,12.442925,8.397831,Investment Providers,0.894,13,60,Male,Higher secondary school,Employee,2501€ - 3000€,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
04bdc810c607651aadf2f0d0f41bdd8f,anlagen in wertpapieren,12.726569,8.306695,Investment Providers,0.973,13,37,Female,Bachelor degree,Employee,2001€ - 2500€,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
04bdc810c607651aadf2f0d0f41bdd8f,anlagen in wertpapieren seriös,11.697998,5.089632,Free and Reputable Providers,0.95,10,37,Female,Bachelor degree,Employee,2001€ - 2500€,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
04bdc810c607651aadf2f0d0f41bdd8f,wertpapiere seriös,11.611327,4.9954777,Free and Reputable Providers,0.883,10,37,Female,Bachelor degree,Employee,2001€ - 2500€,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
04bdc810c607651aadf2f0d0f41bdd8f,geld in wertpapiere anlegen,12.775643,7.2943587,Investment Providers,0.852,13,37,Female,Bachelor degree,Employee,2001€ - 2500€,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
04bdc810c607651aadf2f0d0f41bdd8f,geld in wertpapiere anlegen seriös,11.746217,5.163898,Free and Reputable Providers,0.966,10,37,Female,Bachelor degree,Employee,2001€ - 2500€,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
04bdc810c607651aadf2f0d0f41bdd8f,anbieter geld in wertpapiere,12.85856,7.3765855,Investment Providers,0.898,13,37,Female,Bachelor degree,Employee,2001€ - 2500€,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
04bdc810c607651aadf2f0d0f41bdd8f,geld in wertpapieren anlegen seriöse anbieter,12.487562,6.766724,Where to Trade,0.654,14,37,Female,Bachelor degree,Employee,2001€ - 2500€,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
fefd344a493f90fdc5dda08a6d5c62ce,wertpapiere kaufen,11.594218,7.065731,Where to Trade,0.992,14,58,Female,Vocational training,Self-employed,1001€ - 1500€,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
fefd344a493f90fdc5dda08a6d5c62ce,online broker,7.1471624,8.09588,Brokers,1.0,1,58,Female,Vocational training,Self-employed,1001€ - 1500€,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
fefd344a493f90fdc5dda08a6d5c62ce,online aktien kaufen,9.920138,6.3130665,Online Brokerage and Apps,0.54,4,58,Female,Vocational training,Self-employed,1001€ - 1500€,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
fefd344a493f90fdc5dda08a6d5c62ce,online aktien kaufen naspa,9.911064,6.2219653,Online Brokerage and Apps,0.593,4,58,Female,Vocational training,Self-employed,1001€ - 1500€,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
fefd344a493f90fdc5dda08a6d5c62ce,online aktien kaufen sparkasse,12.23395,9.554294,Investments at Local Bank,1.0,9,58,Female,Vocational training,Self-employed,1001€ - 1500€,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
524a5a1381c99c2733c9768746547dfc,commerzbank,10.296766,8.292849,ETFs,0.927,12,33,Female,Vocational training,Employee,2001€ - 2500€,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
db70ddefaf80f6ddf67fdf339fbd58d1,wertpapiere anbieter einfach sicher hoher gewinn,12.78047,5.7309995,Risk and Return,0.668,2,43,Female,Master degree,Self-employed,2501€ - 3000€,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
db70ddefaf80f6ddf67fdf339fbd58d1,"anbieter wertpapiere einfach, sicher, gewinnspanne",12.875373,5.708152,Free and Reputable Providers,0.493,10,43,Female,Master degree,Self-employed,2501€ - 3000€,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ab95d12e5829ff2d67b56474e2b7b789,wertpapiere kaufen persönliche beratung vor ort,11.960202,6.6650357,Where to Trade,0.983,14,58,Male,Master degree,Employee,>9000€,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
92716a3355898027dcd80f03e90160d4,aktinen online handeln,9.808335,6.2075377,Online Brokerage and Apps,0.726,4,63,Male,Vocational training,Other,4001€ - 6000€,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0
8734735b5ec1f15b2c05a740cc7634f1,anlage in aktien,14.422389,8.315762,Capital Investments,1.0,0,58,Female,Bachelor degree,Employee,1501€ - 2000€,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
8734735b5ec1f15b2c05a740cc7634f1,anlage in aktien deka,10.891521,10.275067,Brands,1.0,5,58,Female,Bachelor degree,Employee,1501€ - 2000€,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
8cada49831b55c177e10e6e699ad76a5,etoro,10.1203575,9.454403,ETFs,0.781,12,47,Female,PhD,Employee,2001€ - 2500€,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
5ad5a39f7df61a23a1024fcbf4bcb2c2,anlage wertpapiere anbieter,13.141743,7.6581316,Investment Providers,0.941,13,49,Male,High school diploma,Civil servant,2001€ - 2500€,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2417f8b049a0a4d11d393bd37edf7cbf,ishares,10.257557,7.1752434,Where to Trade,0.996,14,37,Male,Bachelor degree,Employee,3001€ - 4000€,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
f4d533c13210bf48e58a99318f9b9f3d,günstige konditionien wertpapieranlage,12.554528,5.975646,Risk and Return,0.92,2,55,Male,Master degree,Employee,6001€ - 9000€,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0
cc4551e15d81c70cfd47c94165e82e42,"zinzen, betrag, rentite",13.034136,6.024192,Risk and Return,0.968,2,67,Female,Vocational training,Other,1501€ - 2000€,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5afe48c6e71b56f91d7da3cb5fc58e62,wertpapire investieren,14.160672,8.204551,Capital Investments,0.999,0,62,Female,Vocational training,,1001€ - 1500€,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
cfec5fc971aaac8eb4fafafac6136eb5,wertpapiere sicherheit vertrauen schnelligkeit,13.526653,5.3603973,Safe and Reliable Providers,0.999,11,37,Female,Bachelor degree,Employee,1501€ - 2000€,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
c2e54b94548a70f3df5e1589c8ccc37d,anbieter wertpapiere anlegen,12.348811,7.241309,Where to Trade,0.589,14,38,Male,PhD,Employee,3001€ - 4000€,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0
c2e54b94548a70f3df5e1589c8ccc37d,anlage in wertpapieren,13.377775,8.262612,Capital Investments,0.55,0,38,Male,PhD,Employee,3001€ - 4000€,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0
c2e54b94548a70f3df5e1589c8ccc37d,sparkasse wertpapiere,12.650005,9.497096,Investments at Local Bank,0.999,9,38,Male,PhD,Employee,3001€ - 4000€,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0
3187b86adb7d1702fb7a146c5d233d34,anlagemöglichkeiten wertpapiere,13.013579,8.197476,Investment Providers,0.953,13,31,Female,Higher secondary school,Employee,1501€ - 2000€,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3187b86adb7d1702fb7a146c5d233d34,wertpapiere investieren,14.355651,8.133083,Capital Investments,1.0,0,31,Female,Higher secondary school,Employee,1501€ - 2000€,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3187b86adb7d1702fb7a146c5d233d34,wertpapiere kaufen,11.594218,7.065731,Where to Trade,0.992,14,31,Female,Higher secondary school,Employee,1501€ - 2000€,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
b71e1642f5076432a42f984d27ec3599,neobroker niedrige gebühren,7.721709,7.8781605,Brokers,1.0,1,18,Male,Higher secondary school,Attending school,501€ - 1000€,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
b71e1642f5076432a42f984d27ec3599,finanzfluss vergleich etf sparplan,12.70755,9.600618,Investments at Local Bank,1.0,9,18,Male,Higher secondary school,Attending school,501€ - 1000€,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
404d84714a84a001a95e3803ce5fb6d7,online broker vergleich,7.31076,8.023975,Brokers,1.0,1,58,Female,Master degree,Employee,3001€ - 4000€,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
51316d9e8b0670bfa3be9c5c63835623,vergleich anbieter wertpapierdepot,8.336763,5.8195553,Brokerage Accounts,1.0,3,40,Male,Vocational training,Employee,1001€ - 1500€,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
39fb9ef882a8a2faf1597d7851210d6a,wertpapiere investieren,14.355651,8.133083,Capital Investments,1.0,0,50,Female,Master degree,Employee,2501€ - 3000€,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
a83b719448ad0669e50409f9f10cb107,etf deutsche anbieter,5.6446896,6.3288116,German Providers,1.0,6,40,Female,Higher secondary school,Employee,2001€ - 2500€,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a83b719448ad0669e50409f9f10cb107,bester etf anbieter deutschland,5.639989,6.436725,German Providers,1.0,6,40,Female,Higher secondary school,Employee,2001€ - 2500€,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
04059ef1866cad1d255d7e9d6a5480db,aktien anlegen anbieter,12.206405,7.267928,Where to Trade,0.783,14,39,Female,Master degree,Self-employed,4001€ - 6000€,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
04059ef1866cad1d255d7e9d6a5480db,welche bank aktien kaufen,10.930106,7.8206363,ETFs,0.52,12,39,Female,Master degree,Self-employed,4001€ - 6000€,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
04059ef1866cad1d255d7e9d6a5480db,volksbank aktien,10.648258,8.009762,ETFs,0.826,12,39,Female,Master degree,Self-employed,4001€ - 6000€,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
04059ef1866cad1d255d7e9d6a5480db,sparkasse speyer aktien,12.591046,9.508811,Investments at Local Bank,1.0,9,39,Female,Master degree,Self-employed,4001€ - 6000€,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
04059ef1866cad1d255d7e9d6a5480db,deutsche bank aktien speyer,5.5302835,6.182448,German Providers,1.0,6,39,Female,Master degree,Self-employed,4001€ - 6000€,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
04059ef1866cad1d255d7e9d6a5480db,deutsche bank aktien,5.5343947,6.245317,German Providers,1.0,6,39,Female,Master degree,Self-employed,4001€ - 6000€,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
f8cf4c2dc3e3bb1dbce09df6ced663cb,wertpapieranlage,11.812849,8.269009,Securities,0.976,8,60,Female,Vocational training,Employee,2001€ - 2500€,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0
f8cf4c2dc3e3bb1dbce09df6ced663cb,wertpaqpieranlage,11.7315,8.360538,Securities,0.983,8,60,Female,Vocational training,Employee,2001€ - 2500€,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0
8b465d64d603e3aaa75a3d46d8cdab12,aktien kaufen kostenlos online,9.838353,5.2795496,Online Brokerage and Apps,0.703,4,65,Male,Vocational training,Employee,1501€ - 2000€,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
8b465d64d603e3aaa75a3d46d8cdab12,aktien kaufen,10.926276,7.170836,Where to Trade,0.986,14,65,Male,Vocational training,Employee,1501€ - 2000€,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
9191dd854caa8acff81923e07af06a69,aktiendepot eröffnen,11.784421,7.5406322,Where to Trade,0.954,14,58,Male,Master degree,Employee,>9000€,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
9191dd854caa8acff81923e07af06a69,"aktiendepot eröffnen, seriöse bank",11.794634,7.5258956,Where to Trade,0.956,14,58,Male,Master degree,Employee,>9000€,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
9191dd854caa8acff81923e07af06a69,"aktiendepot, seriös, günstige konditionen",12.36697,6.0152435,Risk and Return,0.874,2,58,Male,Master degree,Employee,>9000€,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
9e50e836c8240daf3ae5ddb985083167,etf anbieter vergleich,8.716939,8.7158985,Online Brokerage and Apps,0.877,4,35,Female,Bachelor degree,Employee,2001€ - 2500€,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
9e50e836c8240daf3ae5ddb985083167,etf anbieter,9.020501,8.921697,ETFs,0.972,12,35,Female,Bachelor degree,Employee,2001€ - 2500€,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
9e50e836c8240daf3ae5ddb985083167,etf broker,7.775047,8.574397,Brokers,0.997,1,35,Female,Bachelor degree,Employee,2001€ - 2500€,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
9e50e836c8240daf3ae5ddb985083167,online broker,7.1471624,8.09588,Brokers,1.0,1,35,Female,Bachelor degree,Employee,2001€ - 2500€,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
9e50e836c8240daf3ae5ddb985083167,online broker account,7.0854707,8.018048,Brokers,1.0,1,35,Female,Bachelor degree,Employee,2001€ - 2500€,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
